9606.ENSP00000158762	0
9606.ENSP00000265896	0
9606.ENSP00000402092	0
9606.ENSP00000405635	0
9606.ENSP00000245539	1
9606.ENSP00000391669	1
9606.ENSP00000467123	0
9606.ENSP00000492671	0
9606.ENSP00000361231	0
9606.ENSP00000309087	0
9606.ENSP00000256257	0
9606.ENSP00000359170	0
9606.ENSP00000442047	0
9606.ENSP00000380044	0
9606.ENSP00000326238	0
9606.ENSP00000364885	0
9606.ENSP00000364204	0
9606.ENSP00000361818	0
9606.ENSP00000302476	0
9606.ENSP00000251241	0
9606.ENSP00000344208	0
9606.ENSP00000222247	0
9606.ENSP00000448598	0
9606.ENSP00000342278	0
9606.ENSP00000371553	0
9606.ENSP00000327054	0
9606.ENSP00000365898	0
9606.ENSP00000274565	0
9606.ENSP00000265062	0
9606.ENSP00000366715	0
9606.ENSP00000492974	0
9606.ENSP00000447852	0
9606.ENSP00000305810	0
9606.ENSP00000318165	0
9606.ENSP00000223528	0
9606.ENSP00000344544	0
9606.ENSP00000364163	0
9606.ENSP00000244527	0
9606.ENSP00000497594	0
9606.ENSP00000493101	0
9606.ENSP00000364597	0
9606.ENSP00000367309	0
9606.ENSP00000362136	0
9606.ENSP00000430853	0
9606.ENSP00000332613	0
9606.ENSP00000259205	0
9606.ENSP00000339524	0
9606.ENSP00000442460	0
9606.ENSP00000325594	0
9606.ENSP00000380635	0
9606.ENSP00000432104	0
9606.ENSP00000264254	0
9606.ENSP00000410294	1
9606.ENSP00000322229	0
9606.ENSP00000361366	0
9606.ENSP00000378710	0
9606.ENSP00000418803	0
9606.ENSP00000358547	0
9606.ENSP00000318799	0
9606.ENSP00000406718	0
9606.ENSP00000468720	0
9606.ENSP00000369967	0
9606.ENSP00000083182	0
9606.ENSP00000287727	0
9606.ENSP00000387662	0
9606.ENSP00000496339	0
9606.ENSP00000466140	0
9606.ENSP00000043402	0
9606.ENSP00000217109	0
9606.ENSP00000204679	0
9606.ENSP00000332771	0
9606.ENSP00000472698	0
9606.ENSP00000371607	0
9606.ENSP00000414635	0
9606.ENSP00000451211	0
9606.ENSP00000499129	0
9606.ENSP00000376304	0
9606.ENSP00000265643	0
9606.ENSP00000306344	0
9606.ENSP00000372857	0
9606.ENSP00000205636	0
9606.ENSP00000475216	0
9606.ENSP00000386840	0
9606.ENSP00000334938	0
9606.ENSP00000230640	0
9606.ENSP00000302327	0
9606.ENSP00000305069	0
9606.ENSP00000362456	0
9606.ENSP00000349181	0
9606.ENSP00000265827	0
9606.ENSP00000371393	0
9606.ENSP00000238823	0
9606.ENSP00000310208	0
9606.ENSP00000353893	0
